X,Y,Cluster
3.036270,3.347179,0.000000
2.447548,4.021103,0.000000
2.225707,3.593113,0.000000
5.000588,2.954208,0.000000
1.423348,3.231444,0.000000
2.924370,2.850602,0.000000
2.739653,3.530118,0.000000
2.414898,3.828024,0.000000
2.384691,3.784306,0.000000
2.606791,3.132519,0.000000
2.143382,3.141087,0.000000
2.423457,3.658863,0.000000
2.570310,3.230411,0.000000
2.737625,3.679054,0.000000
2.636740,4.319643,0.000000
2.444802,4.037744,0.000000
2.163312,4.069886,0.000000
1.449202,3.163738,0.000000
3.029641,3.389126,0.000000
2.382127,3.632349,0.000000
1.834910,3.091145,0.000000
1.752267,4.433181,0.000000
1.267910,3.047887,0.000000
2.920832,3.478803,0.000000
2.007816,2.596070,0.000000
2.305590,3.361537,0.000000
1.048327,3.639546,0.000000
2.684049,3.991970,0.000000
2.142482,4.032126,0.000000
3.021777,3.322318,0.000000
1.480307,3.091778,0.000000
2.248167,2.385686,0.000000
1.140087,4.361762,0.000000
4.161637,3.058669,0.000000
1.665782,3.470830,0.000000
1.997811,3.172510,0.000000
4.198956,3.047285,0.000000
3.461364,4.031662,0.000000
2.623511,3.482598,0.000000
2.047455,4.089357,0.000000
2.134902,3.718734,0.000000
2.269203,3.444718,0.000000
2.944052,3.455826,0.000000
2.592069,4.173610,0.000000
3.525183,3.133525,0.000000
2.561596,2.578764,0.000000
3.212394,3.361748,0.000000
1.720851,4.138325,0.000000
3.243849,3.547711,0.000000
1.836041,4.128582,0.000000
2.512424,3.548551,0.000000
2.639369,3.613212,0.000000
1.160907,3.633593,0.000000
1.498707,3.645642,0.000000
2.527611,3.721822,0.000000
0.787727,3.583532,0.000000
1.546271,3.401681,0.000000
2.304358,4.080058,0.000000
3.168712,3.757178,0.000000
2.157756,3.222007,0.000000
2.743209,2.543707,0.000000
2.111780,4.171416,0.000000
1.725436,2.824960,0.000000
1.957814,4.379376,0.000000
1.293459,2.933964,0.000000
3.424758,4.802363,0.000000
2.163137,4.031594,0.000000
1.778185,2.729456,0.000000
2.436319,3.512190,0.000000
3.817672,4.158659,0.000000
2.899005,3.795882,0.000000
2.661103,2.943629,0.000000
1.475832,3.433839,0.000000
3.963367,4.152856,0.000000
3.197300,4.505906,0.000000
2.334180,3.319054,0.000000
1.173716,3.471162,0.000000
2.540997,2.876058,0.000000
1.992766,4.032450,0.000000
2.514674,2.844838,0.000000
3.693036,2.463096,0.000000
3.041784,3.548880,0.000000
1.509007,4.168027,0.000000
2.961304,4.214816,0.000000
2.286870,2.429243,0.000000
3.081958,2.790637,0.000000
1.166401,2.344983,0.000000
3.123742,2.642124,0.000000
1.261813,3.924761,0.000000
4.189200,2.864534,0.000000
2.085152,3.075800,0.000000
2.209472,4.187913,0.000000
2.750423,3.795822,0.000000
2.415720,3.555551,0.000000
1.572314,3.851673,0.000000
1.788353,2.881247,0.000000
2.315487,4.303511,0.000000
3.735471,3.466534,0.000000
2.011756,2.625254,0.000000
1.278353,4.083314,0.000000
3.013478,3.779327,0.000000
3.281943,2.892553,0.000000
2.595315,3.876115,0.000000
2.514017,3.792510,0.000000
2.354741,3.361426,0.000000
1.470277,2.484040,0.000000
0.955739,4.517007,0.000000
1.899139,3.705314,0.000000
1.613783,3.808377,0.000000
2.531605,3.588268,0.000000
1.656858,2.802076,0.000000
1.298727,3.273854,0.000000
2.178246,3.672291,0.000000
2.823529,3.668690,0.000000
2.011339,2.648965,0.000000
2.654638,3.803525,0.000000
2.602572,4.195404,0.000000
2.513081,3.688326,0.000000
2.741963,3.747391,0.000000
2.563283,4.293570,0.000000
2.635911,3.910424,0.000000
2.002934,3.131207,0.000000
2.124427,3.727636,0.000000
2.505186,3.413206,0.000000
1.975847,3.537843,0.000000
3.409240,3.597221,0.000000
2.350509,2.845480,0.000000
2.788996,2.890802,0.000000
3.065464,3.063977,0.000000
1.470737,3.156825,0.000000
3.609898,3.132963,0.000000
2.845790,3.756651,0.000000
2.232896,3.373941,0.000000
1.735567,3.889248,0.000000
2.333674,2.849880,0.000000
1.352568,3.753105,0.000000
2.631670,3.869873,0.000000
2.569182,3.335111,0.000000
2.662941,3.370472,0.000000
1.002024,3.690574,0.000000
2.157663,3.868439,0.000000
4.023945,2.519434,0.000000
1.920814,3.662992,0.000000
2.063300,2.996867,0.000000
2.240484,2.814334,0.000000
1.995856,3.733313,0.000000
2.266157,3.415616,0.000000
2.982114,3.430329,0.000000
1.705491,2.855320,0.000000
2.786832,3.075786,0.000000
1.454594,3.151835,0.000000
2.195659,3.248385,0.000000
3.983061,2.743753,0.000000
2.962733,3.199878,0.000000
1.995977,2.615746,0.000000
3.572968,3.102941,0.000000
1.975834,3.234262,0.000000
2.478837,3.795394,0.000000
1.235454,4.051698,0.000000
3.372568,4.915302,0.000000
2.462148,3.946664,0.000000
2.436532,3.279443,0.000000
1.587757,3.814517,0.000000
1.991888,3.679660,0.000000
2.015333,3.748187,0.000000
3.863775,3.115934,0.000000
3.646228,3.551511,0.000000
2.765419,3.235443,0.000000
2.121158,2.931507,0.000000
2.821680,3.666837,0.000000
2.807433,3.425420,0.000000
2.453478,3.326584,0.000000
1.213577,2.648644,0.000000
0.895044,3.716164,0.000000
2.257502,2.588741,0.000000
1.539963,4.361515,0.000000
2.492793,3.845836,0.000000
1.300730,3.424248,0.000000
2.317808,4.516993,0.000000
2.151342,3.832462,0.000000
2.288875,3.583928,0.000000
2.628298,4.421941,0.000000
2.555847,3.298846,0.000000
1.122533,3.043933,0.000000
2.738654,4.072610,0.000000
1.902886,2.346679,0.000000
2.040395,3.845702,0.000000
3.756242,3.058210,0.000000
4.036274,3.885742,0.000000
1.682783,3.808968,0.000000
3.022422,4.051501,0.000000
2.265765,3.313448,0.000000
2.898957,3.285942,0.000000
2.234972,4.143428,0.000000
3.643695,3.941874,0.000000
2.928976,3.489382,0.000000
2.482464,2.687683,0.000000
2.903487,3.484129,0.000000
2.427487,4.145793,0.000000
1.988502,3.370169,0.000000
3.715833,3.611242,0.000000
2.898862,3.176426,0.000000
2.465856,3.488086,0.000000
1.761874,3.529394,0.000000
1.754529,3.044936,0.000000
2.361048,2.837825,0.000000
1.850426,3.943474,0.000000
2.473609,4.012829,0.000000
1.590718,3.467629,0.000000
3.019071,3.312590,0.000000
1.949434,3.014460,0.000000
1.625087,4.095822,0.000000
3.529751,3.991571,0.000000
2.584656,3.655415,0.000000
0.545568,4.088675,0.000000
3.234188,4.276510,0.000000
3.992620,2.478443,0.000000
2.668245,3.719844,0.000000
2.592518,4.370174,0.000000
2.636011,3.911149,0.000000
2.425262,2.670685,0.000000
2.002055,2.895582,0.000000
1.916143,4.396821,0.000000
1.221745,3.613631,0.000000
2.907917,3.994607,0.000000
2.466766,3.860354,0.000000
1.341424,4.625395,0.000000
3.467205,4.144957,0.000000
1.737000,2.795128,0.000000
3.000750,2.125284,0.000000
2.877302,3.142193,0.000000
4.182714,3.957867,0.000000
2.703733,3.206890,0.000000
2.277097,3.784565,0.000000
3.085688,4.450984,0.000000
2.526666,3.840137,0.000000
2.344008,4.221927,0.000000
3.007837,3.962026,0.000000
3.235498,3.168000,0.000000
2.736478,3.114130,0.000000
2.222395,3.614551,0.000000
3.019437,4.707484,0.000000
2.866906,2.586224,0.000000
2.608192,3.615774,0.000000
2.233832,3.587111,0.000000
3.463398,3.994100,0.000000
2.762483,4.068027,0.000000
2.924601,3.940928,0.000000
2.560460,2.921769,0.000000
2.119212,3.730126,0.000000
1.564002,4.860104,0.000000
2.257717,3.540364,0.000000
2.277140,3.610266,0.000000
3.487072,4.499255,0.000000
2.020533,3.594702,0.000000
2.078652,3.700730,0.000000
2.852544,3.998008,0.000000
3.500537,2.314508,0.000000
3.004390,3.735006,0.000000
3.975656,3.311114,0.000000
3.544196,3.436530,0.000000
2.597071,4.899127,0.000000
2.124042,3.313044,0.000000
2.263859,3.519824,0.000000
2.598612,3.716324,0.000000
3.050468,3.268464,0.000000
2.121271,3.094781,0.000000
3.460839,3.705621,0.000000
2.915877,2.478430,0.000000
1.948809,3.505636,0.000000
1.805495,3.160242,0.000000
1.922810,3.885288,0.000000
3.972776,3.771677,0.000000
4.112037,3.258176,0.000000
3.333588,2.942096,0.000000
3.270513,3.705739,0.000000
2.913315,4.231916,0.000000
3.429545,3.991810,0.000000
2.090424,3.066489,0.000000
1.777139,4.637681,0.000000
2.841131,3.723037,0.000000
2.976529,3.104611,0.000000
0.539373,3.120351,0.000000
2.040276,3.964200,0.000000
1.821506,3.765182,0.000000
2.629513,3.668769,0.000000
2.576557,4.258082,0.000000
1.860068,3.394166,0.000000
3.466683,3.860919,0.000000
1.748160,3.319158,0.000000
2.537135,3.720068,0.000000
2.303062,3.393325,0.000000
2.642019,4.354745,0.000000
3.092332,3.579188,0.000000
2.623150,3.750306,0.000000
2.741419,3.302852,0.000000
1.738076,3.835583,0.000000
2.403468,2.993275,0.000000
2.538763,3.261181,0.000000
3.161446,3.525742,0.000000
1.567917,3.328142,0.000000
2.042183,3.399222,0.000000
2.373112,4.016922,0.000000
1.997629,3.925766,0.000000
2.246227,2.984496,0.000000
2.092482,4.086116,0.000000
2.676445,3.849625,0.000000
2.160494,3.415918,0.000000
2.393710,3.271719,0.000000
2.845951,2.847547,0.000000
2.659391,3.402201,0.000000
2.530663,3.503953,0.000000
2.391567,4.401542,0.000000
1.825579,1.611493,0.000000
3.386672,2.928659,0.000000
2.349916,2.267596,0.000000
2.214813,3.062370,0.000000
3.386618,3.300483,0.000000
2.328737,3.591900,0.000000
3.988033,3.797612,0.000000
1.535968,3.631456,0.000000
1.572717,3.740259,0.000000
2.822359,4.089381,0.000000
1.108686,3.964875,0.000000
3.175239,2.450290,0.000000
2.079889,2.816587,0.000000
3.511633,3.502822,0.000000
2.819683,3.857675,0.000000
3.147884,3.855364,0.000000
1.345811,3.741972,0.000000
2.332017,3.633723,0.000000
2.886688,3.027814,0.000000
3.229938,3.100857,0.000000
1.922334,3.444390,0.000000
3.056512,3.052813,0.000000
2.861881,2.870302,0.000000
1.632446,2.783049,0.000000
1.616093,4.063238,0.000000
2.182389,3.586999,0.000000
2.461650,3.886283,0.000000
1.875237,3.808786,0.000000
2.988929,3.884468,0.000000
3.219233,3.263125,0.000000
3.803980,3.980280,0.000000
2.639121,3.953599,0.000000
2.527822,2.070213,0.000000
1.574673,3.437823,0.000000
3.928825,4.105559,0.000000
2.467662,3.355432,0.000000
2.836115,4.158043,0.000000
2.952960,2.518942,0.000000
1.987303,4.795742,0.000000
2.801926,3.100504,0.000000
2.260929,3.266882,0.000000
2.732106,3.052635,0.000000
2.412010,3.384230,0.000000
2.449283,3.870013,0.000000
1.999203,3.212078,0.000000
2.584344,3.049525,0.000000
2.355171,3.987784,0.000000
2.684114,3.696850,0.000000
2.364798,2.900705,0.000000
3.036897,3.195267,0.000000
3.184639,3.926383,0.000000
0.934621,3.424341,0.000000
2.789349,2.914063,0.000000
1.674207,3.153652,0.000000
2.717833,3.788102,0.000000
2.587799,3.501452,0.000000
2.456168,4.499884,0.000000
2.144640,3.136467,0.000000
1.934620,3.875640,0.000000
1.557293,2.639190,0.000000
3.009366,4.114828,0.000000
1.878615,3.136577,0.000000
2.016391,3.812255,0.000000
2.248335,3.797141,0.000000
2.921572,4.075716,0.000000
2.873941,4.272680,0.000000
2.300830,3.448233,0.000000
1.927645,2.948833,0.000000
2.643682,3.368558,0.000000
2.998245,3.907845,0.000000
1.060798,3.176178,0.000000
3.304980,2.899551,0.000000
2.419129,3.115939,0.000000
2.748475,4.249105,0.000000
1.475420,2.888662,0.000000
2.686327,4.353017,0.000000
2.348160,3.918394,0.000000
3.386935,3.620345,0.000000
1.477670,3.033616,0.000000
2.451394,2.618291,0.000000
1.872716,3.914660,0.000000
1.808705,2.940697,0.000000
2.956416,3.565786,0.000000
2.806592,4.898032,0.000000
1.582401,3.917724,0.000000
1.645399,2.760083,0.000000
2.144640,3.464292,0.000000
2.711979,3.863140,0.000000
3.663333,3.030013,0.000000
3.146378,2.776801,0.000000
2.855517,3.567749,0.000000
2.183493,3.540818,0.000000
4.194825,2.954850,0.000000
2.468438,4.079361,0.000000
1.518386,3.154896,0.000000
4.467391,3.084352,0.000000
2.249551,3.090536,0.000000
2.426655,3.039571,0.000000
3.070391,3.493922,0.000000
4.014953,3.406360,0.000000
2.305151,3.061553,0.000000
2.649180,3.772343,0.000000
3.073801,4.759186,0.000000
3.102958,3.832910,0.000000
1.352678,2.914535,0.000000
1.330416,3.431377,0.000000
3.538626,2.868654,0.000000
2.296769,3.539809,0.000000
1.396845,2.595169,0.000000
2.210094,3.457985,0.000000
2.606512,3.455333,0.000000
3.049851,2.335614,0.000000
2.156874,3.551194,0.000000
3.347865,3.385115,0.000000
3.614463,3.859604,0.000000
2.395702,3.685539,0.000000
2.065959,3.966764,0.000000
3.684630,4.496011,0.000000
3.411704,3.808921,0.000000
2.720524,3.905500,0.000000
1.476309,2.952108,0.000000
3.100807,2.272658,0.000000
2.210057,4.183043,0.000000
1.700730,3.688805,0.000000
2.958117,3.989898,0.000000
3.098290,3.963474,0.000000
3.053166,3.287154,0.000000
3.012816,2.680351,0.000000
1.686112,4.207179,0.000000
2.625227,2.664170,0.000000
2.406266,4.738300,0.000000
1.877964,3.230299,0.000000
2.812019,2.746383,0.000000
2.025603,2.717020,0.000000
2.434017,3.687277,0.000000
3.668133,3.763069,0.000000
2.586585,2.960157,0.000000
2.146920,4.445722,0.000000
2.883028,3.226400,0.000000
3.489081,3.507355,0.000000
1.913531,4.293148,0.000000
2.682116,3.543350,0.000000
3.236267,3.224668,0.000000
2.063959,3.053226,0.000000
3.264916,3.295110,0.000000
2.125155,3.064141,0.000000
1.717229,3.890589,0.000000
1.617733,4.029275,0.000000
2.471934,2.988494,0.000000
2.362088,3.810568,0.000000
2.029695,3.308612,0.000000
3.978297,3.173251,0.000000
1.453750,3.132988,0.000000
2.130897,3.654616,0.000000
1.595623,3.099910,0.000000
1.320546,3.975037,0.000000
3.074593,3.341506,0.000000
2.173931,2.931129,0.000000
3.485771,3.234394,0.000000
3.178456,4.276953,0.000000
2.190958,3.370891,0.000000
3.472406,3.727993,0.000000
3.661220,3.278899,0.000000
1.595290,4.598020,0.000000
2.805245,3.450292,0.000000
2.321434,3.836293,0.000000
2.328483,3.782061,0.000000
2.711286,4.517171,0.000000
1.472120,2.257558,0.000000
2.128101,3.310994,0.000000
1.551828,3.258130,0.000000
3.818379,2.745266,0.000000
2.071562,2.909022,0.000000
1.252505,4.609020,0.000000
2.574949,3.331549,0.000000
2.110695,4.157624,0.000000
1.250655,3.733473,0.000000
2.678566,3.537702,0.000000
2.768246,2.743649,0.000000
1.934935,2.465803,0.000000
2.935632,4.177835,0.000000
2.664246,2.668259,0.000000
1.936395,3.149951,0.000000
3.433076,3.040477,0.000000
1.329681,2.900523,0.000000
2.748070,1.835873,0.000000
1.882034,3.571926,0.000000
1.263199,3.674403,0.000000
2.587906,3.443824,0.000000
3.822441,4.822194,0.000000
1.705458,3.302485,0.000000
2.963400,3.550860,0.000000
2.111900,4.941034,0.000000
3.138119,3.272667,0.000000
3.205364,3.179578,0.000000
2.930501,3.035625,0.000000
4.008352,4.383538,0.000000
1.706086,3.418050,0.000000
2.051239,3.653637,0.000000
3.019868,3.897955,0.000000
3.101804,3.414592,0.000000
2.216213,4.183700,0.000000
2.716754,3.169211,0.000000
2.858673,2.653391,0.000000
2.557991,3.798286,0.000000
2.530647,4.037551,0.000000
2.365026,4.311163,0.000000
2.411091,3.688321,0.000000
2.663494,2.858356,0.000000
2.343506,4.686750,0.000000
1.609504,3.616825,0.000000
3.421423,3.615007,0.000000
2.315373,3.093283,0.000000
4.401710,3.641636,0.000000
2.929863,2.878804,0.000000
2.162463,3.655845,0.000000
2.985904,2.769340,0.000000
2.421007,4.101945,0.000000
2.407534,2.779057,0.000000
1.515614,3.465527,0.000000
2.628566,3.091023,0.000000
2.084824,3.678842,0.000000
2.805898,4.322338,0.000000
2.603436,3.832256,0.000000
2.745970,4.679841,0.000000
2.124849,2.762337,0.000000
2.552736,3.929007,0.000000
2.316551,3.663231,0.000000
2.287090,4.390985,0.000000
1.327518,4.156053,0.000000
1.376354,3.632757,0.000000
2.998396,3.758848,0.000000
3.523063,2.480038,0.000000
3.834200,3.916764,0.000000
3.040963,3.942302,0.000000
2.592614,4.393985,0.000000
2.623787,3.595667,0.000000
1.387085,3.433723,0.000000
0.623114,4.120295,0.000000
2.088805,2.896517,0.000000
1.900184,4.305673,0.000000
2.856214,3.058716,0.000000
2.279141,4.812660,0.000000
1.478379,3.584393,0.000000
2.734900,4.259297,0.000000
1.346585,3.354109,0.000000
1.466530,4.119462,0.000000
2.903891,3.985672,0.000000
2.026239,2.743806,0.000000
2.331889,2.945124,0.000000
2.624454,3.326011,0.000000
3.188089,4.096127,0.000000
2.923523,3.332061,0.000000
3.382450,4.018814,0.000000
2.435354,3.088760,0.000000
1.554599,3.884851,0.000000
1.843099,3.067194,0.000000
2.769025,3.691834,0.000000
1.599529,3.180707,0.000000
1.745043,3.411929,0.000000
3.004959,3.350047,0.000000
1.653425,2.478985,0.000000
3.791077,3.731828,0.000000
2.678538,3.619978,0.000000
4.498156,5.064396,0.000000
3.099749,3.355347,0.000000
2.517537,4.938531,0.000000
1.377202,3.499540,0.000000
3.270185,3.599986,0.000000
1.820891,4.313942,0.000000
2.593284,3.819093,0.000000
3.340206,3.245113,0.000000
2.902836,2.961634,0.000000
3.310337,3.043956,0.000000
2.135528,3.678067,0.000000
1.928482,4.232839,0.000000
2.890361,4.001976,0.000000
3.358486,2.590879,0.000000
1.864358,2.929684,0.000000
2.380428,3.388461,0.000000
1.823184,3.519346,0.000000
2.222938,3.436050,0.000000
2.520545,3.841185,0.000000
1.575583,3.561971,0.000000
2.161354,3.366566,0.000000
2.464607,3.019003,0.000000
3.562408,4.114313,0.000000
1.764614,4.028181,0.000000
2.552914,3.819732,0.000000
2.579507,3.723910,0.000000
2.196384,4.290364,0.000000
2.605051,3.101664,0.000000
2.873378,3.306623,0.000000
3.616571,3.063870,0.000000
2.703776,3.601745,0.000000
1.987593,3.025907,0.000000
1.590764,3.576142,0.000000
1.929391,4.296322,0.000000
2.516636,3.140073,0.000000
0.864395,3.814966,0.000000
2.587304,3.258941,0.000000
2.715146,4.825339,0.000000
3.810306,4.114102,0.000000
2.635007,2.937343,0.000000
3.454121,3.027524,0.000000
3.072323,3.012410,0.000000
1.038025,3.687899,0.000000
1.972303,3.411390,0.000000
2.760187,3.165663,0.000000
2.539829,4.189411,0.000000
1.593611,3.443903,0.000000
2.264330,3.859118,0.000000
2.410551,4.225314,0.000000
1.528332,2.807498,0.000000
2.392526,2.372631,0.000000
2.856695,3.721861,0.000000
2.446422,3.594385,0.000000
2.007185,3.870699,0.000000
1.200247,2.438139,0.000000
1.770604,3.192517,0.000000
2.324035,4.014082,0.000000
3.581992,3.187844,0.000000
2.340229,3.894171,0.000000
1.624429,3.192565,0.000000
2.617757,4.024678,0.000000
1.940275,2.656192,0.000000
3.234821,4.018312,0.000000
2.975474,3.778664,0.000000
3.181134,3.741727,0.000000
2.227975,2.400074,0.000000
2.646177,3.918551,0.000000
2.917010,3.207069,0.000000
3.262811,3.521085,0.000000
3.355205,3.557557,0.000000
2.719889,4.308059,0.000000
3.326065,3.571189,0.000000
3.181085,3.835892,0.000000
1.942479,4.068017,0.000000
1.622952,3.561612,0.000000
2.220083,3.090192,0.000000
3.667650,2.797045,0.000000
2.910161,3.843164,0.000000
3.563281,3.158582,0.000000
3.419786,3.103728,0.000000
2.093886,3.820018,0.000000
2.671161,2.386562,0.000000
2.284441,3.296159,0.000000
2.906065,3.835059,0.000000
2.801280,3.830779,0.000000
3.263079,3.510277,0.000000
2.551240,3.649205,0.000000
3.325001,3.345120,0.000000
2.636137,2.863578,0.000000
3.017457,2.928902,0.000000
3.842970,2.699855,0.000000
2.988557,3.426387,0.000000
3.059547,3.020796,0.000000
2.235458,2.294665,0.000000
1.821257,3.255899,0.000000
1.416557,3.431770,0.000000
2.273084,3.709672,0.000000
2.579876,4.103924,0.000000
1.248664,3.820041,0.000000
1.066613,3.961848,0.000000
2.185859,3.883003,0.000000
1.937405,3.720587,0.000000
2.441250,3.780367,0.000000
1.742131,2.945808,0.000000
1.402972,3.528540,0.000000
1.842105,3.682531,0.000000
1.371475,3.255869,0.000000
2.647438,3.226622,0.000000
2.645928,3.963398,0.000000
1.621921,3.330569,0.000000
2.398934,2.152080,0.000000
2.732766,3.827200,0.000000
1.731798,3.431145,0.000000
2.659693,4.462206,0.000000
1.681656,2.382144,0.000000
1.779410,2.833792,0.000000
2.751947,3.433553,0.000000
1.627675,3.612391,0.000000
3.579730,2.883074,0.000000
